id,DIC
532,2028.9405934098393
536,2094.633852139832
543,2317.872159912664
550,2002.1805313037673
552,2079.8186867911477
553,2265.3683716961427
556,2311.2292718529197
558,2002.020830930321
567,2062.8206957826746
568,2018.4356828268374
570,2047.5086856379014
571,2174.1667223896407
572,2006.200550648636
575,2004.1565255642645
580,2217.08676801695
582,2008.9069681497176
583,2315.4386144842288
585,2216.284604686723
596,2018.2480689077224
607,2246.404785703249
613,2040.75845418098
614,2229.637997420715
621,2004.033759499339
623,2040.9096422187852
624,2247.1830978980233
629,2300.677520971656
640,2116.349832265535
641,2002.7913475875716
644,2254.9730527137945
659,2014.976044493314
663,2000.7414603136992
664,2350.7311294726956
681,2174.5091813691142
687,2269.904921764689
702,2355.0173533990633
707,2275.4625156931265
708,2007.3785212636553
716,2208.5619729399273
717,2311.5764424322506
718,2007.9175179565925
720,2057.8126844899725
721,2309.942584274954
725,2118.325861708096
733,2004.711919634039
751,2249.271627592374
759,2019.4201989396443
761,2009.4422008258002
762,2169.980275274292
763,2309.397110169491
768,2260.9613678246697
769,2183.0046869114876
781,2043.3497854169023
782,2221.798053039735
790,2004.3657239031072
795,2279.107315209793
798,2025.6968840746263
800,2007.9964395088523
802,2216.8894641861584
804,2196.882829713747
806,2057.101620288183
810,2007.2823961318272
811,2284.50131525424
812,2005.4248242669946
816,2193.589459073445
820,2223.217220220151
824,2301.5347811819674
825,2002.603670942561
826,2000.5202254519768
837,2047.129765473636
838,2264.418693849246
841,2315.6621673813593
843,2096.343102387007
852,2270.61702437147
853,2224.4547957526347
863,2192.18814840678
865,2314.1153253295647
869,2094.219216056968
870,2219.480028175235
871,2022.163553119775
875,2155.8163225272615
881,2091.8730548031995
887,2102.6361191148803
888,2314.1782928436915
889,2068.6351965402064
892,2270.8687759965633
899,2011.6043464567815
908,2309.8535659133704
911,2266.0890821699604
912,2250.6279690791434
913,2245.0586540883705
914,2002.0552128273057
916,2008.7157850390777
917,2055.0885256120528
918,2269.6551315604534
925,2006.6715427131342
933,2001.7457456217985
935,2212.774469514878
948,2279.8434826673265
952,2234.572137622552
954,2224.174680574105
958,2313.952543314501
959,2233.0256517628504
964,1986.7248485524017
965,2003.9506194414776
967,2003.6948651710925
971,2025.9996521159142
972,2000.7051098820625
973,2270.2787858725046
974,2274.4730860335226
975,2242.3232222559323
977,2268.593217952545
982,2006.4356090484932
984,2000.0017184133715
999,2292.4525963292353
1002,2168.1713845095596
1005,2011.3396590388868
1007,2220.0277930522143
1019,2209.249905326603
1025,2263.598710651415
1028,2058.162736765959
1032,2058.8663352961867
1033,2159.472501699862
1036,2233.8470408049907
1039,2192.1523105160068
1048,2001.4137509454802
1050,2009.3377019774007
1051,2273.48668246648
1055,2316.583206749763
1056,2300.1774360473614
1058,2110.612743187386
1062,2003.8248370735403
1066,2143.093352636534
1077,2001.6125466201966
1080,2171.6838777913367
1084,2007.2415857040949
1087,2196.2480946327682
1089,2296.6205633179356
1090,2062.504867824674
1091,2009.1756239668548
1093,2245.750708214363
1094,2210.635857543646
1097,1993.10160956257
1099,2227.4595752659093
1103,2007.220494086441
1111,2000.6585653311681
1112,2034.4829263643123
1116,2026.10528464741
1122,2002.671619319539
1125,2190.3957359322053
1130,2005.385236409038
1131,2225.224684754753
1133,2040.3259220735886
1136,2188.29266760829
1146,2210.920587779192
1147,2164.60419872547
1148,2272.3155916413843
1150,2243.3981328927985
1151,2023.5490521316842
1152,2003.0506902859236
1155,2316.0523490656774
1160,2031.0224030608308
1162,2125.649939265537
1163,2310.2601610169504
1166,2089.4763392302257
1168,2218.3623191661013
1177,2224.268373089028
1180,2100.210636953863
1187,2104.4443856167613
1194,2146.6242261879493
1196,2053.557041971328
1197,2005.8054356457617
1198,2025.5279728125236
1199,2007.9083583551787
1201,1997.7963503613446
1210,2267.1402288466124
1214,2215.0643043992936
1215,2032.2982759903982
1217,2066.8954186158194
1219,2092.8289088878532
1220,2216.7744614120543
1226,2316.802388344162
1230,2257.985501464453
1237,2000.4873029683145
1238,2313.2181288102174
1242,2210.0820912490603
1246,2031.873468666811
1251,2219.2859052992467
1256,2231.8343283242434
1258,2315.4369826478355
1265,2001.5062339548042
1267,2128.9824904444426
1270,2269.3122620020713
1272,2254.3928394425616
1275,2165.7287759423257
1279,2008.7364821253746
1286,2270.865079522835
1294,2262.006667173446
1299,2007.9739783924665
1316,2172.2924004595566
1317,2247.7457467032964
1320,2069.466066576789
1324,2268.2558877681286
1335,2000.1778136638409
1338,1998.0199356230698
1349,2011.5993310266483
1352,2002.7395651174652
1357,2315.7108220339
1363,2117.4138449764605
1369,2310.268531544257
1374,2153.7971418885572
1376,2058.221644890301
1383,2189.109438323918
1388,2270.4251988128544
1389,2004.0734699634663
1391,2025.9925386976
1394,2111.677464465632
1399,1991.9600133732113
1403,2310.578903954804
1410,2228.914562625327
1416,2041.152995874814
1422,2316.619253295669
1424,2280.668225871233
1425,2099.694016949154
1429,2016.490766380414
1431,2051.156986534982
1438,2001.2522922674661
1445,1988.9280666524471
1451,2052.6265907158195
1452,2254.414693192656
