id,DIC
965,1999.124448332186
967,2005.0704561837183
971,2025.8605695079314
972,2004.7857665506235
973,2272.23724536829
974,2275.7840304949004
975,2243.3303612021673
977,2269.6204148332
982,2011.7104059167054
984,2002.2021080890645
999,2291.3256171352964
1002,2166.525920343359
1005,2009.7010787169495
1007,2219.1339133822526
1019,2202.669280814468
1025,2263.8003221592453
1028,2065.0711517616714
1032,2062.9744474340964
1033,2158.9368996917774
1036,2233.712175951012
1039,2192.410234541471
1048,2005.0970589620358
1050,2014.7440567324477
1051,2275.2546190815965
1055,2319.7482787701583
1056,2304.1979718797716
1058,2107.4874216914122
1062,2008.1921405673636
1066,2142.4705733316514
1077,1998.0446970131945
1080,2172.1349706566084
1084,2010.1333202660862
1087,2197.8761789163746
1089,2301.4088093856453
1090,2050.965465913116
1091,2013.1658390367281
1093,2247.6863576662263
1094,2210.2024313194484
1097,1991.1738231403174
1099,2226.828973827416
1103,2009.0041022773285
1111,2007.974033739652
1112,2028.6112548897802
1116,2022.8023494115735
1122,1998.7389292553726
1125,2189.9374021456183
1130,2007.8933229508928
1131,2225.9755140614106
1133,2039.3072867957162
1136,2190.318443092089
1146,2209.672893323541
1147,2161.487670337871
1148,2274.927657318185
1150,2245.254751918664
1151,2028.1379772777836
1152,2003.781776232266
1155,2313.897029694804
1160,2032.167909587131
1162,2123.9360452064725
1163,2312.5772476530897
1166,2089.0860670287584
1168,2216.602294053357
1177,2227.0550195716905
1180,2098.450855414607
1187,2105.5775434557945
1194,2145.0067365215423
1196,2056.7627051167738
1197,2006.1053867997978
1198,2026.8835983605534
1199,2004.239324065953
1201,1993.7543936149498
1210,2268.3628707707658
1214,2213.922095589709
1215,2033.7108802305304
1217,2065.3492982324497
1219,2093.3949031374327
1220,2213.34629689882
1226,2316.6910711086107
1230,2253.6988177516314
1237,1990.4520497431267
1238,2323.996894129593
1242,2209.9711533672944
1246,2034.418804554937
1251,2217.5111812192868
1256,2232.1863079029927
1258,2313.739718605767
1265,2001.2593849388115
1267,2126.0051634392757
1270,2269.2949894778776
1272,2256.6365056163813
1275,2164.8267510390037
1279,2004.7783780386123
1286,2271.1059662349335
1294,2260.4374242591475
1299,2010.020572136751
1316,2171.5868207347876
1317,2249.3616074098977
1320,2065.6235663331317
1324,2268.6305413946156
1335,1998.0776801680995
1338,1986.1756236332267
1349,2016.1635498563114
1352,2002.8189083689335
1357,2315.5977906246176
1363,2118.7354942417974
1369,2310.9409627944215
1374,2152.362832410332
1376,2052.7616092978424
1383,2189.61402358488
1388,2271.3716399334467
1389,2010.9103646847793
1391,2027.7769116013783
1394,2110.654329977021
1399,2003.2317541728853
1403,2312.5384430695763
1410,2229.519581574008
1416,2038.0416372528553
1422,2313.58605808286
1424,2281.1540191853405
1425,2094.185165517811
1429,2016.2387605157478
1431,2044.2715762404787
1438,2003.696017709039
1445,1998.785066504875
1451,2052.4102856403842
1452,2251.5386719138105
